timestamp,time_offset_seconds,rr_interval_ms,pr_interval_ms,p_wave_amplitude_mv,t_wave_amplitude_mv,morphology_score,heart_rate_bpm,is_artifact
2026-04-24T10:04:46.885,286.885,731.1806,153.2939,0.1033,0.2781,0.94,82.06,0
2026-04-24T10:04:47.616,287.616,791.4796,165.4451,0.1494,0.3932,0.8844,75.81,0
2026-04-24T10:04:48.407,288.408,831.8767,195.0677,0.1727,0.3019,0.9104,72.13,0
2026-04-24T10:04:49.239,289.24,745.8786,164.6412,0.1011,0.4029,0.9273,80.44,0
2026-04-24T10:04:52.254,292.254,794.3416,176.1358,0.1447,0.3112,0.9454,75.53,0
2026-04-24T10:04:53.048,293.049,858.5624,147.8631,0.117,0.301,0.9429,69.88,0
2026-04-24T10:04:53.907,293.907,738.6,141.8492,0.1605,0.2859,0.9098,81.23,0
2026-04-24T10:04:54.645,294.646,807.7715,174.4683,0.1625,0.3191,0.918,74.28,0
2026-04-24T10:04:55.453,295.453,794.7521,171.7319,0.1824,0.3216,0.891,75.5,0
2026-04-24T10:04:56.248,296.248,648.1094,227.8002,0.0394,0.1228,0.5432,92.58,1
2026-04-24T10:04:56.896,296.896,776.8824,170.1779,0.117,0.3886,0.9485,77.23,0
2026-04-24T10:04:58.463,298.464,791.3081,148.0648,0.1598,0.2834,0.9604,75.82,0
2026-04-24T10:05:01.694,301.694,711.1118,148.6136,0.2169,0.1431,0.6674,84.37,1
2026-04-24T10:05:03.172,303.172,848.148,161.6117,0.1185,0.2993,0.919,70.74,0
2026-04-24T10:05:04.020,304.02,778.433,156.4034,0.1185,0.2426,0.9484,77.08,0
2026-04-24T10:05:05.569,305.569,788.629,140.3636,0.1302,0.3709,0.9264,76.08,0
2026-04-24T10:05:06.357,306.358,770.339,162.7875,0.1806,0.3763,0.9219,77.89,0
2026-04-24T10:05:07.128,307.128,817.0396,177.0035,0.0844,0.3969,0.9728,73.44,0
2026-04-24T10:05:07.945,307.945,881.4468,155.944,0.128,0.2824,0.8881,68.07,0
2026-04-24T10:05:08.826,308.827,753.5505,182.6481,0.1746,0.3123,0.9749,79.62,0
2026-04-24T10:05:10.402,310.402,827.768,160.2849,0.1219,0.2159,0.95,72.48,0
2026-04-24T10:05:11.908,311.908,837.5898,156.5835,0.1054,0.3897,0.9171,71.63,0
2026-04-24T10:05:13.649,313.65,822.3907,177.2238,0.2051,0.2915,0.9139,72.96,0
2026-04-24T10:05:15.193,315.194,731.7629,149.5894,0.1535,0.2792,0.9623,81.99,0
2026-04-24T10:05:15.925,315.926,803.0234,152.9377,0.1632,0.2839,0.9325,74.72,0
2026-04-24T10:05:16.728,316.729,805.5675,147.7875,0.1839,0.3253,0.8948,74.48,0
2026-04-24T10:05:17.534,317.534,786.6806,185.8354,0.1714,0.3147,0.9254,76.27,0
2026-04-24T10:05:19.152,319.153,846.2179,172.3857,0.1693,0.2435,0.8891,70.9,0
2026-04-24T10:05:19.999,319.999,756.157,173.8396,0.1085,0.2753,0.9042,79.35,0
2026-04-24T10:05:20.755,320.755,743.0285,184.8606,0.1907,0.2584,0.9068,80.75,0
2026-04-24T10:05:21.498,321.498,847.6027,171.4893,0.124,0.2799,0.9184,70.79,0
2026-04-24T10:05:22.345,322.346,804.6063,161.3902,0.1559,0.277,0.9524,74.57,0
2026-04-24T10:05:23.150,323.15,779.5833,164.552,0.1287,0.2664,0.9552,76.96,0
2026-04-24T10:05:23.929,323.93,706.1079,201.2562,0.0457,0.2011,0.7809,84.97,1
2026-04-24T10:05:25.510,325.51,820.4914,170.1397,0.152,0.15,0.9029,73.13,0
2026-04-24T10:05:26.330,326.331,863.849,178.8956,0.1556,0.3332,0.9004,69.46,0
2026-04-24T10:05:28.845,328.845,761.1197,161.7006,0.1541,0.3133,0.9409,78.83,0
2026-04-24T10:05:29.606,329.606,844.3197,169.7136,0.1582,0.2494,0.9618,71.06,0
2026-04-24T10:05:30.450,330.451,743.3356,151.5729,0.1658,0.2713,0.9502,80.72,0
2026-04-24T10:05:31.193,331.194,832.5874,164.8067,0.1627,0.2545,0.8898,72.06,0
2026-04-24T10:05:32.026,332.027,731.2552,143.6066,0.1618,0.3101,0.9284,82.05,0
2026-04-24T10:05:32.757,332.758,831.5644,163.4692,0.1577,0.2478,0.9158,72.15,0
2026-04-24T10:05:33.589,333.589,799.7439,152.0377,0.1752,0.3173,0.9071,75.02,0
2026-04-24T10:05:34.389,334.389,815.0776,148.0051,0.1221,0.2456,0.9001,73.61,0
2026-04-24T10:05:35.204,335.204,892.3913,151.9737,0.142,0.256,0.9489,67.24,0
2026-04-24T10:05:36.861,336.862,787.3019,149.5267,0.1229,0.3928,0.9152,76.21,0
2026-04-24T10:05:37.648,337.649,717.412,164.632,0.1199,0.2812,0.9178,83.63,0
2026-04-24T10:05:38.366,338.366,873.8697,147.6725,0.148,0.2775,0.9053,68.66,0
2026-04-24T10:05:39.240,339.24,835.4912,219.063,0.038,0.0,0.3607,71.81,1
2026-04-24T10:05:40.075,340.076,828.273,164.3094,0.1859,0.2405,0.9578,72.44,0
2026-04-24T10:05:40.903,340.904,786.4163,188.3189,0.1332,0.2588,0.9337,76.3,0
2026-04-24T10:05:41.690,341.69,833.504,185.892,0.1183,0.2739,0.8963,71.99,0
2026-04-24T10:05:42.523,342.524,814.6467,159.3598,0.1859,0.3666,0.9284,73.65,0
2026-04-24T10:05:43.338,343.339,840.1793,162.2638,0.1307,0.3579,0.9393,71.41,0
2026-04-24T10:05:44.178,344.179,840.4561,144.7062,0.1313,0.2568,0.9196,71.39,0
2026-04-24T10:05:45.019,345.019,693.5401,148.2379,0.125,0.3374,0.9506,86.51,0
2026-04-24T10:05:45.712,345.713,738.8813,130.5873,0.1801,0.1726,0.9163,81.2,0
2026-04-24T10:05:46.451,346.452,339.5598,138.4592,0.6066,0.4532,0.676,176.7,1
2026-04-24T10:05:46.791,346.791,840.7421,232.7019,0.1251,0.0518,0.7509,71.37,1
2026-04-24T10:05:47.631,347.632,765.7074,177.6728,0.2173,0.3692,0.9971,78.36,0
2026-04-24T10:05:48.397,348.398,831.5991,161.417,0.164,0.4245,0.8936,72.15,0
2026-04-24T10:05:51.656,351.656,780.8406,163.4749,0.1388,0.3561,0.9076,76.84,0
2026-04-24T10:05:53.233,353.233,759.6701,176.6495,0.1464,0.2479,0.9111,78.98,0
2026-04-24T10:05:53.992,353.993,746.4149,168.3093,0.15,0.3565,0.9166,80.38,0
2026-04-24T10:05:54.739,354.739,866.8093,167.5667,0.1623,0.2763,1.0,69.22,0
2026-04-24T10:05:55.605,355.606,729.7865,160.162,0.1652,0.3891,0.9827,82.22,0
2026-04-24T10:05:56.335,356.336,756.5903,143.8707,0.1876,0.3552,0.9075,79.3,0
2026-04-24T10:05:57.092,357.092,754.4713,182.8255,0.1578,0.2843,0.9472,79.53,0
2026-04-24T10:05:57.846,357.847,886.9824,149.9223,0.1341,0.3643,0.8965,67.65,0
2026-04-24T10:06:00.258,360.259,837.5226,155.4336,0.1083,0.2206,0.9461,71.64,0
2026-04-24T10:06:01.961,361.961,545.1093,232.5527,0.0702,0.1078,0.5736,110.07,1
2026-04-24T10:06:02.506,362.506,838.0927,175.9647,0.1906,0.264,0.9217,71.59,0
2026-04-24T10:06:03.344,363.344,830.4381,178.8867,0.1944,0.3681,0.9241,72.25,0
2026-04-24T10:06:05.115,365.115,837.4611,156.2976,0.1624,0.2565,0.9537,71.65,0
2026-04-24T10:06:05.952,365.953,829.0389,164.1544,0.1389,0.2964,0.8741,72.37,0
2026-04-24T10:06:06.781,366.782,850.6358,157.4069,0.1172,0.2943,0.9434,70.54,0
2026-04-24T10:06:08.422,368.422,859.3863,166.1159,0.1837,0.3213,0.9459,69.82,0
2026-04-24T10:06:09.281,369.281,717.2452,151.9931,0.13,0.2811,0.8999,83.65,0
2026-04-24T10:06:09.998,369.999,821.3945,155.4254,0.1448,0.2144,0.9372,73.05,0
2026-04-24T10:06:10.820,370.82,815.8247,138.8963,0.1192,0.3232,0.9413,73.55,0
2026-04-24T10:06:11.635,371.636,821.4378,148.2104,0.2047,0.2669,0.9627,73.04,0
2026-04-24T10:06:12.457,372.457,843.2984,180.8811,0.1707,0.3018,0.9753,71.15,0
2026-04-24T10:06:13.300,373.301,906.4624,139.3128,0.1526,0.3678,0.9267,66.19,0
2026-04-24T10:06:14.207,374.207,822.4162,140.471,0.1587,0.3099,0.9237,72.96,0
2026-04-24T10:06:15.029,375.029,726.1571,150.6922,0.1455,0.344,0.9668,82.63,0
2026-04-24T10:06:15.755,375.756,773.9706,153.3713,0.1585,0.3134,0.9127,77.52,0
2026-04-24T10:06:16.529,376.53,812.2052,173.9557,0.1593,0.2603,0.9645,73.87,0
2026-04-24T10:06:18.123,378.123,849.4266,127.9375,0.1537,0.3354,0.9379,70.64,0
2026-04-24T10:06:19.733,379.734,840.8388,187.2479,0.1923,0.2513,0.9126,71.36,0
2026-04-24T10:06:20.574,380.574,809.8895,160.2085,0.1466,0.2752,0.9096,74.08,0
2026-04-24T10:06:22.288,382.289,856.2522,155.1063,0.1485,0.3695,0.9324,70.07,0
2026-04-24T10:06:23.145,383.145,923.2772,83.5749,0.035,0.0423,0.4453,64.99,1
2026-04-24T10:06:24.068,384.068,873.3591,154.4444,0.1509,0.2748,0.8941,68.7,0
2026-04-24T10:06:24.941,384.942,781.5876,171.503,0.1677,0.3236,0.8599,76.77,0
2026-04-24T10:06:25.723,385.723,837.4717,186.6748,0.2017,0.353,0.9143,71.64,0
2026-04-24T10:06:27.365,387.366,861.6451,161.977,0.1211,0.2794,0.8859,69.63,0
2026-04-24T10:06:28.966,388.966,858.8706,165.8568,0.1906,0.352,0.9591,69.86,0
2026-04-24T10:06:29.825,389.825,791.514,146.4279,0.1429,0.2927,0.9675,75.8,0
2026-04-24T10:06:30.616,390.617,865.4775,163.5165,0.1423,0.2078,0.9582,69.33,0
2026-04-24T10:06:31.482,391.482,768.2593,140.7722,0.129,0.318,0.9382,78.1,0
2026-04-24T10:06:32.250,392.251,782.0992,163.5145,0.1211,0.3305,0.9301,76.72,0
2026-04-24T10:06:33.032,393.033,912.1248,214.4855,0.2696,0.02,0.5784,65.78,1
2026-04-24T10:06:33.944,393.945,777.5718,163.9113,0.1605,0.2854,0.9014,77.16,0
2026-04-24T10:06:35.471,395.472,710.8194,145.8769,0.1791,0.3328,0.902,84.41,0
2026-04-24T10:06:36.182,396.182,781.1894,200.0765,0.1524,0.2728,0.9194,76.81,0
2026-04-24T10:06:37.663,397.664,766.0964,143.4125,0.1661,0.3091,0.9828,78.32,0
2026-04-24T10:06:38.430,398.43,758.6647,176.3599,0.1522,0.3279,0.9795,79.09,0
2026-04-24T10:06:39.188,399.189,759.0123,172.9464,0.1594,0.4976,0.9705,79.05,0
2026-04-24T10:06:39.947,399.948,835.3425,182.5304,0.1465,0.3629,0.891,71.83,0
2026-04-24T10:06:40.783,400.783,742.4568,145.8337,0.1226,0.3228,0.8985,80.81,0
2026-04-24T10:06:41.525,401.526,754.2088,139.5692,0.1748,0.2626,0.8627,79.55,0
2026-04-24T10:06:42.279,402.28,809.7632,185.0668,0.12,0.2052,0.9221,74.1,0
2026-04-24T10:06:43.089,403.089,1428.7221,166.1892,0.03,0.4371,0.7587,42.0,1
2026-04-24T10:06:46.125,406.126,1537.1138,222.227,0.4259,0.7225,0.5322,39.03,1
2026-04-24T10:06:47.662,407.663,740.6465,140.9637,0.1554,0.2996,0.9053,81.01,0
2026-04-24T10:06:50.861,410.861,914.9795,150.2881,0.1418,0.2396,0.8961,65.58,0
2026-04-24T10:06:51.776,411.776,684.3944,144.5436,0.1106,0.3378,0.5518,87.67,1
2026-04-24T10:06:52.460,412.461,863.6441,170.5629,0.1928,0.4057,0.9439,69.47,0
2026-04-24T10:06:53.324,413.324,848.4499,195.8902,0.1502,0.3145,0.9601,70.72,0
2026-04-24T10:06:54.172,414.173,795.1357,130.3338,0.1353,0.3017,0.911,75.46,0
2026-04-24T10:06:54.967,414.968,819.7755,146.2443,0.1109,0.346,0.8643,73.19,0
2026-04-24T10:06:55.787,415.788,773.6041,167.399,0.1594,0.3204,0.9251,77.56,0
2026-04-24T10:06:56.561,416.561,734.4098,166.0682,0.0895,0.3545,0.9777,81.7,0
2026-04-24T10:06:57.295,417.296,866.448,143.8363,0.1566,0.3351,0.9492,69.25,0
2026-04-24T10:06:58.161,418.162,765.066,174.046,0.1274,0.3246,0.9146,78.42,0
2026-04-24T10:06:58.927,418.927,856.4009,186.7344,0.153,0.3601,0.9635,70.06,0
2026-04-24T10:06:59.783,419.783,790.6165,162.1827,0.1806,0.2118,0.9081,75.89,0
2026-04-24T10:07:00.574,420.574,819.8496,145.5434,0.146,0.302,0.9117,73.18,0
2026-04-24T10:07:01.393,421.394,844.8908,193.5158,0.1288,0.3271,0.9268,71.02,0
2026-04-24T10:07:02.238,422.239,801.6391,148.0179,0.1619,0.2798,0.9426,74.85,0
2026-04-24T10:07:03.040,423.04,818.2737,157.6537,0.1177,0.3753,0.9409,73.33,0
2026-04-24T10:07:03.858,423.859,875.8396,145.9864,0.144,0.2715,0.9147,68.51,0
2026-04-24T10:07:04.734,424.735,805.4824,180.527,0.1628,0.2807,0.9142,74.49,0
2026-04-24T10:07:05.540,425.54,1719.2078,126.2718,0.3441,0.1203,0.7433,34.9,1
2026-04-24T10:07:07.259,427.259,757.0354,153.0681,0.1759,0.2014,0.8856,79.26,0
2026-04-24T10:07:08.016,428.016,827.9274,165.3819,0.2128,0.4468,0.8877,72.47,0
2026-04-24T10:07:08.844,428.844,819.4846,172.8582,0.1054,0.3942,0.9674,73.22,0
2026-04-24T10:07:09.663,429.664,715.3553,179.0393,0.0418,0.1727,0.6864,83.87,1
2026-04-24T10:07:11.196,431.196,879.4138,177.7921,0.1739,0.2352,0.9701,68.23,0
2026-04-24T10:07:12.075,432.076,777.0662,171.8405,0.1625,0.2011,0.9622,77.21,0
2026-04-24T10:07:12.852,432.853,797.0972,246.4451,0.1265,0.1404,0.7688,75.27,1
2026-04-24T10:07:14.441,434.442,764.3831,130.3948,0.2093,0.2913,0.9333,78.49,0
2026-04-24T10:07:15.205,435.206,873.6007,183.6306,0.1475,0.2601,0.9347,68.68,0
2026-04-24T10:07:16.079,436.08,786.8463,173.0451,0.1412,0.2817,0.9974,76.25,0
2026-04-24T10:07:16.866,436.866,873.6806,165.7003,0.1286,0.3934,0.9802,68.67,0
2026-04-24T10:07:18.546,438.547,838.3659,154.4287,0.1642,0.3295,0.9066,71.57,0
2026-04-24T10:07:19.384,439.385,803.6009,171.7743,0.1592,0.2951,0.8901,74.66,0
2026-04-24T10:07:20.858,440.859,847.7937,155.0947,0.0493,0.0216,0.455,70.77,1
2026-04-24T10:07:21.706,441.706,767.3542,154.1832,0.1193,0.2949,0.8867,78.19,0
2026-04-24T10:07:23.285,443.285,878.6677,160.8475,0.1116,0.2803,0.9667,68.29,0
2026-04-24T10:07:24.163,444.164,878.9593,174.6826,0.1715,0.2976,0.9278,68.26,0
2026-04-24T10:07:25.042,445.043,864.9614,176.0696,0.1233,0.1665,0.912,69.37,0
2026-04-24T10:07:25.907,445.908,743.8616,168.5779,0.0916,0.2785,0.9364,80.66,0
2026-04-24T10:07:26.651,446.652,730.1157,160.605,0.1042,0.31,0.9484,82.18,0
2026-04-24T10:07:27.381,447.382,1034.197,229.1896,0.0083,0.0945,0.3489,58.02,1
2026-04-24T10:07:28.416,448.416,783.0483,162.2098,0.1679,0.2265,0.8756,76.62,0
2026-04-24T10:07:30.693,450.693,839.6854,189.459,0.0871,0.1937,0.7457,71.46,1
2026-04-24T10:07:31.533,451.533,847.3825,156.6761,0.1487,0.4543,0.9003,70.81,0
2026-04-24T10:07:32.380,452.381,753.9575,128.5119,0.1753,0.2003,0.9258,79.58,0
2026-04-24T10:07:33.134,453.134,872.5589,125.0935,0.1384,0.2901,0.9718,68.76,0
2026-04-24T10:07:34.739,454.739,347.6289,96.5806,0.3628,0.9249,0.7782,172.6,1
2026-04-24T10:07:35.086,455.087,810.8616,140.0368,0.0991,0.2627,0.8794,74.0,0
2026-04-24T10:07:36.669,456.67,754.0274,150.7571,0.167,0.3284,0.8862,79.57,0
2026-04-24T10:07:37.423,457.424,839.7919,152.1638,0.1416,0.2761,0.9642,71.45,0
2026-04-24T10:07:38.263,458.264,872.4672,163.1163,0.1554,0.3309,0.9146,68.77,0
2026-04-24T10:07:39.136,459.136,820.5986,152.1024,0.1384,0.3357,0.933,73.12,0
2026-04-24T10:07:40.845,460.846,871.6607,160.2003,0.1758,0.2783,0.946,68.83,0
2026-04-24T10:07:41.717,461.718,872.2563,160.9688,0.2056,0.4556,0.9197,68.79,0
2026-04-24T10:07:44.339,464.339,610.2519,149.4076,0.1674,0.2471,0.5572,98.32,1
2026-04-24T10:07:45.728,465.729,904.7999,174.4164,0.1625,0.2474,0.8445,66.31,0
2026-04-24T10:07:46.633,466.633,756.6845,209.1686,0.1241,0.1616,0.7226,79.29,1
2026-04-24T10:07:47.390,467.39,794.2895,165.1301,0.1495,0.3007,0.9342,75.54,0
2026-04-24T10:07:49.006,469.006,749.8828,151.9972,0.1596,0.2845,0.8953,80.01,0
2026-04-24T10:07:49.756,469.756,786.7081,155.5848,0.1408,0.2774,0.9524,76.27,0
2026-04-24T10:07:50.543,470.543,706.1006,170.0263,0.1705,0.3551,0.9494,84.97,0
2026-04-24T10:07:51.249,471.249,765.2931,159.4337,0.1237,0.3598,0.9741,78.4,0
2026-04-24T10:07:52.901,472.901,925.8737,168.4773,0.1756,0.3241,0.9448,64.8,0
2026-04-24T10:07:53.826,473.827,709.6829,80.0,0.0538,0.0887,0.5759,84.54,1
2026-04-24T10:07:54.536,474.537,799.3177,150.9781,0.1598,0.2836,0.9479,75.06,0
2026-04-24T10:07:55.335,475.336,1504.7065,181.1478,0.2515,0.4154,0.6816,39.87,1
2026-04-24T10:07:56.840,476.841,791.7674,168.4738,0.207,0.3922,0.8942,75.78,0
2026-04-24T10:07:57.632,477.632,860.6442,190.4851,0.1844,0.3362,0.9685,69.72,0
2026-04-24T10:07:58.493,478.493,853.299,146.9318,0.1282,0.3202,0.946,70.32,0
2026-04-24T10:07:59.346,479.346,731.2043,154.8226,0.1698,0.2877,0.9559,82.06,0
2026-04-24T10:08:00.077,480.078,337.8934,250.9422,0.4544,0.0774,0.6127,177.57,1
2026-04-24T10:08:00.415,480.415,894.1087,154.4393,0.1144,0.4539,0.8843,67.11,0
2026-04-24T10:08:01.309,481.31,824.5383,147.5272,0.0944,0.3373,0.9443,72.77,0
2026-04-24T10:08:02.134,482.134,783.6869,155.0619,0.1373,0.2897,0.9261,76.56,0
2026-04-24T10:08:02.917,482.918,727.2589,123.4113,0.1347,0.3002,0.8967,82.5,0
2026-04-24T10:08:04.393,484.393,760.3737,167.3023,0.128,0.2891,0.9555,78.91,0
2026-04-24T10:08:05.153,485.154,781.1097,159.2265,0.1301,0.353,0.9603,76.81,0
2026-04-24T10:08:06.698,486.698,781.837,159.5885,0.2357,0.1956,0.921,76.74,0
2026-04-24T10:08:07.480,487.48,730.4657,163.8931,0.1613,0.3446,0.9125,82.14,0
2026-04-24T10:08:08.210,488.211,813.1859,158.5707,0.1206,0.392,0.944,73.78,0
2026-04-24T10:08:09.023,489.024,784.3822,137.2646,0.1005,0.2543,0.964,76.49,0
2026-04-24T10:08:10.628,490.629,812.083,150.3369,0.0888,0.3122,0.9733,73.88,0
2026-04-24T10:08:11.440,491.441,858.2654,185.9113,0.2038,0.2851,0.8911,69.91,0
2026-04-24T10:08:12.299,492.299,763.7694,143.6173,0.1741,0.2223,0.9388,78.56,0
2026-04-24T10:08:13.062,493.063,848.691,161.5025,0.1601,0.2508,0.9176,70.7,0
2026-04-24T10:08:14.758,494.759,752.2604,157.4819,0.1956,0.3365,0.8946,79.76,0
2026-04-24T10:08:15.510,495.511,772.5224,158.5025,0.1105,0.3203,0.9324,77.67,0
2026-04-24T10:08:17.845,497.846,785.97,160.2759,0.2093,0.3202,0.906,76.34,0
2026-04-24T10:08:18.631,498.632,767.4718,156.0196,0.1361,0.3432,0.9354,78.18,0
2026-04-24T10:08:19.399,499.399,772.1904,166.5927,0.1446,0.15,0.9488,77.7,0
2026-04-24T10:08:20.171,500.171,826.9017,151.9643,0.1397,0.3247,0.9413,72.56,0
2026-04-24T10:08:21.789,501.789,752.9889,167.2853,0.1228,0.3875,0.9722,79.68,0
2026-04-24T10:08:22.542,502.542,819.5265,135.0774,0.138,0.4407,0.9244,73.21,0
2026-04-24T10:08:23.361,503.362,738.2593,150.485,0.1529,0.4055,0.93,81.27,0
2026-04-24T10:08:24.099,504.1,822.6983,153.6009,0.1145,0.3712,0.9523,72.93,0
2026-04-24T10:08:24.922,504.923,761.9746,165.0032,0.1399,0.391,0.9138,78.74,0
2026-04-24T10:08:25.684,505.685,744.3794,160.8063,0.1596,0.323,0.9354,80.6,0
2026-04-24T10:08:28.133,508.134,874.3699,152.7252,0.1628,0.2609,0.8912,68.62,0
2026-04-24T10:08:29.008,509.008,692.6355,153.0617,0.1673,0.3268,0.9624,86.63,0
2026-04-24T10:08:29.700,509.701,827.8267,169.324,0.1936,0.3417,0.9356,72.48,0
2026-04-24T10:08:30.528,510.529,752.3361,235.1404,0.1991,0.1604,0.4553,79.75,1
2026-04-24T10:08:31.281,511.281,764.3748,197.0603,0.0208,0.008,0.5256,78.5,1
2026-04-24T10:08:32.045,512.045,756.0924,177.8318,0.147,0.3138,0.8469,79.36,0
2026-04-24T10:08:32.801,512.802,862.4379,145.2835,0.1617,0.1943,0.948,69.57,0
2026-04-24T10:08:33.664,513.664,780.398,159.1608,0.1484,0.1587,0.9725,76.88,0
2026-04-24T10:08:34.444,514.444,756.7084,165.9007,0.1228,0.3375,0.9717,79.29,0
2026-04-24T10:08:35.201,515.201,927.4664,175.4137,0.1711,0.3972,0.9937,64.69,0
2026-04-24T10:08:36.128,516.129,803.5207,210.9288,0.0671,0.1542,0.8077,74.67,1
2026-04-24T10:08:36.932,516.932,915.8744,124.8149,0.0501,0.0669,0.519,65.51,1
2026-04-24T10:08:37.847,517.848,759.3,110.9224,0.0223,0.0043,0.4424,79.02,1
2026-04-24T10:08:38.607,518.607,747.0732,169.5013,0.1363,0.4156,0.9194,80.31,0
2026-04-24T10:08:39.354,519.354,772.8252,152.6017,0.1733,0.2856,0.9177,77.64,0
2026-04-24T10:08:40.127,520.127,756.9579,136.0008,0.161,0.3355,0.9296,79.26,0
2026-04-24T10:08:41.684,521.684,853.8922,171.8876,0.1406,0.3304,0.9505,70.27,0
2026-04-24T10:08:42.538,522.538,709.4691,150.5356,0.2064,0.3049,0.9581,84.57,0
2026-04-24T10:08:43.247,523.248,848.1329,171.3229,0.1575,0.2349,0.92,70.74,0
2026-04-24T10:08:44.095,524.096,790.7912,149.8563,0.1574,0.3126,0.913,75.87,0
2026-04-24T10:08:44.886,524.887,818.8985,168.7568,0.1924,0.3418,0.935,73.27,0
2026-04-24T10:08:45.705,525.705,880.0889,155.2407,0.1637,0.3487,0.9019,68.17,0
2026-04-24T10:08:47.307,527.308,719.0264,191.8439,0.0686,0.1335,0.7695,83.45,1
2026-04-24T10:08:48.026,528.027,866.7892,177.1038,0.12,0.4626,0.9465,69.22,0
2026-04-24T10:08:48.893,528.893,795.695,160.8391,0.1664,0.2908,0.909,75.41,0
2026-04-24T10:08:50.456,530.456,857.8754,161.0133,0.1786,0.4169,0.916,69.94,0
2026-04-24T10:08:51.313,531.314,783.1584,171.2931,0.2319,0.4134,0.9551,76.61,0
2026-04-24T10:08:52.097,532.097,805.394,191.8172,0.1598,0.2833,0.9626,74.5,0
2026-04-24T10:08:52.902,532.902,852.2766,197.4089,0.119,0.2843,0.9331,70.4,0
2026-04-24T10:08:54.547,534.548,740.208,129.8816,0.1185,0.3484,0.8832,81.06,0
2026-04-24T10:08:56.106,536.106,774.086,176.0269,0.1273,0.2199,0.9816,77.51,0
2026-04-24T10:08:59.314,539.315,849.3703,157.879,0.1527,0.4057,0.9518,70.64,0
2026-04-24T10:09:00.164,540.164,803.1501,167.278,0.1766,0.4861,0.9359,74.71,0
2026-04-24T10:09:00.967,540.967,817.4388,158.7322,0.147,0.3644,0.8841,73.4,0
2026-04-24T10:09:01.784,541.785,854.2644,166.6999,0.2183,0.3497,0.9374,70.24,0
2026-04-24T10:09:03.461,543.462,802.6233,152.9804,0.1376,0.3823,0.9589,74.75,0
2026-04-24T10:09:04.264,544.264,819.1443,157.4984,0.1541,0.3385,0.9433,73.25,0
2026-04-24T10:09:05.837,545.837,862.2817,146.2344,0.14,0.4061,0.901,69.58,0
2026-04-24T10:09:06.699,546.699,823.6544,184.0007,0.1726,0.2982,0.8819,72.85,0
2026-04-24T10:09:08.274,548.274,752.9735,165.7708,0.2107,0.2765,0.93,79.68,0
2026-04-24T10:09:09.027,549.027,775.3299,179.832,0.1257,0.2202,0.8842,77.39,0
2026-04-24T10:09:09.802,549.802,818.7531,188.157,0.161,0.2843,0.8765,73.28,0
2026-04-24T10:09:10.621,550.621,746.6203,152.5849,0.1434,0.3282,0.9195,80.36,0
2026-04-24T10:09:11.367,551.368,753.4868,143.8156,0.1326,0.2884,0.9133,79.63,0
2026-04-24T10:09:12.121,552.121,834.7335,154.8573,0.1023,0.2729,0.8969,71.88,0
2026-04-24T10:09:13.730,553.731,796.6523,152.1434,0.1073,0.2674,0.9426,75.32,0
2026-04-24T10:09:14.527,554.527,818.0961,139.0949,0.1491,0.2993,0.89,73.34,0
2026-04-24T10:09:15.345,555.345,800.6027,158.9017,0.1763,0.4027,0.9774,74.94,0
2026-04-24T10:09:16.146,556.146,722.8187,162.1249,0.105,0.2983,0.9529,83.01,0
2026-04-24T10:09:17.666,557.667,854.2258,167.893,0.1428,0.2272,0.8805,70.24,0
2026-04-24T10:09:18.520,558.521,807.9996,163.2591,0.1638,0.2715,0.8738,74.26,0
2026-04-24T10:09:20.127,560.128,852.4587,178.2659,0.1503,0.3184,0.9077,70.38,0
2026-04-24T10:09:20.980,560.98,776.5299,144.0466,0.1136,0.4145,0.9181,77.27,0
2026-04-24T10:09:22.444,562.444,320.2965,193.9547,0.1292,0.7287,0.6528,187.33,1
2026-04-24T10:09:22.764,562.765,757.7169,163.7002,0.1714,0.2987,0.9176,79.19,0
2026-04-24T10:09:23.522,563.522,879.318,80.0,0.0316,0.0,0.3139,68.23,1
2026-04-24T10:09:25.178,565.178,768.7698,190.927,0.1982,0.3814,0.8936,78.05,0
2026-04-24T10:09:25.946,565.947,808.598,171.0954,0.1274,0.2193,0.9074,74.2,0
2026-04-24T10:09:26.755,566.755,821.0094,163.1757,0.1428,0.2463,0.9456,73.08,0
2026-04-24T10:09:27.576,567.576,812.1248,148.1502,0.187,0.3114,0.9255,73.88,0
2026-04-24T10:09:28.388,568.389,727.6971,120.0,0.1524,0.2628,0.9353,82.45,0
2026-04-24T10:09:29.116,569.116,811.4741,167.5163,0.1545,0.3437,0.9425,73.94,0
2026-04-24T10:09:29.927,569.928,827.977,147.3858,0.1885,0.2679,0.9817,72.47,0
2026-04-24T10:09:30.755,570.756,841.1877,150.3466,0.2067,0.3433,0.9315,71.33,0
2026-04-24T10:09:31.596,571.597,736.1031,139.8947,0.1827,0.3675,0.9239,81.51,0
2026-04-24T10:09:32.332,572.333,796.0135,174.52,0.1594,0.3507,0.9364,75.38,0
2026-04-24T10:09:33.128,573.129,880.5558,159.3251,0.2137,0.2703,0.9194,68.14,0
2026-04-24T10:09:34.802,574.802,843.9225,167.2597,0.1604,0.2845,0.9274,71.1,0
2026-04-24T10:09:35.646,575.646,725.9732,148.0893,0.1037,0.2877,0.9399,82.65,0
2026-04-24T10:09:36.372,576.372,773.6642,163.8279,0.1273,0.3888,0.9584,77.55,0
